,statement,condition
18991, The WHO has issued an alert against buying holy colors from China,FALSE
18992, Monkeys are stealing food from a hospital in South Africa.,FALSE
18993, A Shaheen Bagh protest in India was claimed to have coronavirus.,FALSE
18994, Chinese government is killing people who refuse to be evacuated.,FALSE
18995," A herbal tea can cure symptoms of coronavirus, even if it is a bioterrorism weapon.",FALSE
18996," The test for coronavirus costs US$3,000 in the United States.",FALSE
18997, Runny nose and coughing sputum are not symptoms of COVID-19.,FALSE
18998, Precautionary measures suggested by UNICEF.,FALSE
18999, Medical book states that coronavirus is just a common cold.,FALSE
19000, Does France underestimate the outbreak?,MISLEADING
19001, A confidential governmental document proves that the government has decided to postpone local elections in France because of the outbreak.,FALSE
19002, Donating plasma or blood is free testing for the coronavirus.,FALSE
19003, Novel coronavirus has a 99.7% survival rate.,FALSE
19004," The coronavirus test costs $3,200.",FALSE
19005, A patent that is being shared to claim COVID-19 is old.,FALSE
19006, No work in several regions of Spain due to coronavirus.,FALSE
19007, 86 clients of a brothel in quarantine after a prostituted tested positive in coronavirus.,FALSE
19008, Two Chinese nationals in Kenya have been killed after allegedly escaping from quarantine at the Nairobi Airport.,FALSE
19009, Every election year has a disease; coronavirus has a contagion factor of 2 and a cure rate of 99.7% for those under 50 it infects.,FALSE
19010, The coronavirus outbreak is caused by 5G technology.,FALSE
19011, Shanghai government officially recommends Vitamin C for COVID-19.,MISLEADING
19012, There is an anti-Chinese protest in Italy due to COVID-19.,FALSE
19013, coronavirus is large in size where the cell diameter is 400-500 micro and for this reason any mask prevents its entrance. There is no need for pharmacists to sell muzzles. The virus does not settle in the air but is grounded; it is not transmitted by air.,MISLEADING
19014, The WHO has issued an alert against buying holy colors from China,FALSE
19015," Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can’t make vaccines when being bombed, not have been possible without peace I created in Israel!”",FALSE
19016, Viral claims propagating UNICEF message about coronavirus.,FALSE
19017, Precautionary measures suggested by UNICEF.,FALSE
19018, The Success of an Egyptian serum in treating coronavirus.,FALSE
19019, Crown Prince of Abu Dhabi Mohammed bin Zayed is infected with coronavirus.,FALSE
19020, Four cases of coronavirus were reported in the West Bank.,MISLEADING
19021," In Kuwait, he sneezed during Friday sermon, and the worshipers expelled him.",MISLEADING
19022, The vaccine against the new coronavirus was created before the disease appeared; three people who recently arrived from China in Sarajevo Canton are under medical supervision and have brought COVID-19 to Sarajevo.,FALSE
19023, 80 clients of a brothel were put on quarantine due to coronavirus.,FALSE
19024, A post says that there is a movie that predicted the pandemic and it’s called “Coronavirus”.,
19025, Article says that the Vatican confirmed that the Pope and two assistants have coronavirus.,FALSE
19026, NHK World’s Chinese language service calls COVID-19 the “Novel Japanese coronavirus”.,FALSE
19027, An image from The Simpsons predicted the novel coronavirus.,FALSE
19028, There is a connection between 5G and Covid-19.,NO EVIDENCE
19029, Vitamin C is a miracle cure for the novel coronavirus.,FALSE
19030, A post says that there is a movie that predicted the pandemic and it’s called “Coronavirus”.,FALSE
19031, Chinese government is killing people who refuse to be evacuated.,FALSE
19032," A herbal tea can cure symptoms of coronavirus, even if it is a bioterrorism weapon.",FALSE
19033, Monkeys are stealing food from a hospital in South Africa.,FALSE
19034, Precautionary measures suggested by UNICEF.,FALSE
19035, Runny nose and coughing sputum are not symptoms of COVID-19.,FALSE
19036, Medical book states that coronavirus is just a common cold.,FALSE
19037, Donating plasma or blood is free testing for the coronavirus.,
19038, Novel coronavirus has a 99.7% survival rate.,FALSE
19039," The coronavirus test costs $3,200.",FALSE
19040, No work in several regions of Spain due to coronavirus.,FALSE
19041, A patent that is being shared to claim COVID-19 is old.,FALSE
19042," In Kuwait, he sneezed during Friday sermon, and the worshipers expelled him.",MISLEADING
19043, Four cases of coronavirus were reported in the West Bank.,MISLEADING
19044, Crown Prince of Abu Dhabi Mohammed bin Zayed is infected with coronavirus.,FALSE
19045, The Success of an Egyptian serum in treating coronavirus.,FALSE
19046," The test for coronavirus costs US$3,000 in the United States.",FALSE
19047, 80 clients of a brothel were put on quarantine due to coronavirus.,FALSE
19048, There is an anti-Chinese protest in Italy due to COVID-19.,FALSE
19049, The vaccine against the new coronavirus was created before the disease appeared; three people who recently arrived from China in Sarajevo Canton are under medical supervision and have brought COVID-19 to Sarajevo.,FALSE
19050, A Shaheen Bagh protest in India was claimed to have coronavirus.,FALSE
19051, Does France underestimate the outbreak?,MISLEADING
19052, A confidential governmental document proves that the government has decided to postpone local elections in France because of the outbreak.,FALSE
19053," Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can’t make vaccines when being bombed, not have been possible without peace I created in Israel!”",FALSE
19054, A post says that there is a movie that predicted the pandemic and it’s called “Coronavirus”.,FALSE
19055, Article says that the Vatican confirmed that the Pope and two assistants have coronavirus.,FALSE
19056, NHK World’s Chinese language service calls COVID-19 the “Novel Japanese coronavirus”.,FALSE
19057, There is a connection between 5G and Covid-19.,NO EVIDENCE
19058, Vitamin C is a miracle cure for the novel coronavirus.,FALSE
19059," China has no faith, no election and no freedom. China has only GDP but is losing it. Besides, nothing left in this country but violence and lies.",FALSE
19060, Videograph shows COVID-19 is more dangerous than former outbreaks.,FALSE
19061, Cow dung and cow urine can cure coronavirus.,MISLEADING
19062, Consuming large doses of Vitamin C can stop the spread of coronavirus.,FALSE
19063, Photos show a well-stocked vegan shelf while other items are cleared out.,MISLEADING
19064, UNICEF releases coronavirus prevention guidelines.,FALSE
19065," This video shows panic buying in the United States, during the coronavirus outbreak",FALSE
19066, This is a photo of the first Moroccan infected with the virus.,FALSE
19067, COVID-19 was created in 2014 by an English institute.,FALSE
19068, The first dog was infected with coronavirus.,Correct
19069, First policeman infected with coronavirus in Ecuador.,FALSE
19070, 10 coronavirus cases confirmed in Ecuador.,FALSE
19071, First policeman infected with coronavirus in Ecuador.,FALSE
19072, The Simpsons predicted the coronavirus pandemic years ago.,FALSE
19073, The common cold is the only type of coronavirus.,MISLEADING
19074, Officials say coronavirus killed 200 in Iran.,FALSE
19075, New coronavirus was registered in 2018.,FALSE
19076," China has no faith, no election and no freedom. China has only GDP but is losing it. Besides, nothing left in this country but violence and lies.",FALSE
19077, Lonely Ka’bah from Tawaf after Saudi Arabia makes policy on coronavirus.,FALSE
19078, Masks from Wet Wipes effectively prevent coronavirus transmission,FALSE
19079, Videograph shows COVID-19 is more dangerous than former outbreaks.,FALSE
19080, Cow dung and cow urine can cure coronavirus.,MISLEADING
19081, Consuming large doses of Vitamin C can stop the spread of coronavirus.,FALSE
19082," “Man visited Albany, N.Y., days before dying from coronavirus.”",FALSE
19083," “The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6.”",FALSE
19084, The media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.”,FALSE
19085, “The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus.,FALSE
19086, The Obama administration “didn’t do anything about” swine flu.,FALSE
19087," HHS has designated the coronavirus test as an essential health benefit. That means, by definition, it’s covered in the private health insurance of every American, as well as covered by Medicare and Medicaid.”",HALF TRUE
